id,permalink,username,text,posted,retweets,favorites,series,sentiment,season
1246588150547230000,https://twitter.com/scorpiobaby__/status/1246588150547230721,scorpiobaby__,"Money heist part 4 tak cukup la 8 episode je dah habis, tahun bila agaknya nak keluar kan part 5 ",2020-04-04 23:59:10+00:00,0,1,Money Heist,1,4
1246588146139240000,https://twitter.com/beezintheb/status/1246588146139246594,beezintheb,I can’t believe this. Money Heist has ruined my life.,2020-04-04 23:59:09+00:00,0,1,Money Heist,1,4
1246588139109480000,https://twitter.com/OseiKusi9/status/1246588139109482496,OseiKusi9,That Tiger King show sucks.. can’t believe I really wasted valuable Money Heist time ,2020-04-04 23:59:07+00:00,1,4,Money Heist,1,4
1246588137670880000,https://twitter.com/zekiqt/status/1246588137670881280,zekiqt,there better be a season 5 for money heist i just finished it,2020-04-04 23:59:07+00:00,0,2,Money Heist,1,4
1246588120675440000,https://twitter.com/ArmandoLaFlare/status/1246588120675442688,ArmandoLaFlare,I can’t watch that money heist shit they lips not matching what they saying be killing me. Fuck that show.,2020-04-04 23:59:03+00:00,0,0,Money Heist,1,4
1246588108356720000,https://twitter.com/yoonminfilm/status/1246588108356726790,yoonminfilm,"after like 1 episode of money heist, i started to get attached to this one character,,, only to find they’ll d word at some point and im ;-;",2020-04-04 23:59:00+00:00,0,0,Money Heist,1,4
1246588103084530000,https://twitter.com/myusufauliau/status/1246588103084531713,myusufauliau,Money heist S4 wup wup jantung.,2020-04-04 23:58:58+00:00,0,0,Money Heist,1,4
1246588091252580000,https://twitter.com/chaexo_/status/1246588091252584449,chaexo_,Money heist plz tell me u watch it,2020-04-04 23:58:56+00:00,0,0,Money Heist,1,4
1246588086047450000,https://twitter.com/DaJonBolling/status/1246588086047453186,DaJonBolling,Binge watching The new season of Money Heist,2020-04-04 23:58:54+00:00,0,0,Money Heist,1,4
1246588061472950000,https://twitter.com/AD1797L/status/1246588061472956416,AD1797L,You ain’t right if you watch money heist English dub,2020-04-04 23:58:48+00:00,0,0,Money Heist,1,4
1246588059476500000,https://twitter.com/__100jay/status/1246588059476508673,__100jay,Money heist left too much suspense with the ending of this season ,2020-04-04 23:58:48+00:00,0,0,Money Heist,1,4
1246588058335620000,https://twitter.com/StefieRamirez/status/1246588058335621127,StefieRamirez,Money Heist binge begins,2020-04-04 23:58:48+00:00,0,0,Money Heist,1,4
1246588057899470000,https://twitter.com/seemalibrahim/status/1246588057899479041,seemalibrahim,how have i just watched another season of money heist and not see arturo get killed?! #MoneyHeistPart4 #MoneyHeist #LeCasaDePapel,2020-04-04 23:58:48+00:00,0,2,Money Heist,1,4
1246588050702060000,https://twitter.com/WijGio/status/1246588050702061568,WijGio,Please people no money heist spoilers,2020-04-04 23:58:46+00:00,0,0,Money Heist,1,4
1246588040006560000,https://twitter.com/Jonaee___/status/1246588040006565892,Jonaee___,Why would money heist end like that,2020-04-04 23:58:43+00:00,0,0,Money Heist,1,4
1246588036520870000,https://twitter.com/ayyjanee/status/1246588036520873984,ayyjanee,Hanggang ngayon may hangover pa din ako sa money heist jusq nairobi jusq,2020-04-04 23:58:43+00:00,0,0,Money Heist,1,4
1246588036089070000,https://twitter.com/muhibkidwai/status/1246588036089077761,muhibkidwai,Finally done with Money Heist. Thriller ,2020-04-04 23:58:42+00:00,0,0,Money Heist,1,4
1246588026962180000,https://twitter.com/urfavscorp/status/1246588026962182144,urfavscorp,Berlin was my favorite on money heist im mad he went out like that!,2020-04-04 23:58:40+00:00,0,0,Money Heist,1,4
1246588021241040000,https://twitter.com/jonahslopezz/status/1246588021241044992,jonahslopezz,"Money heist, baka naman pwede na E release yung season 5 this year. Kung kaya lang naman haha",2020-04-04 23:58:39+00:00,0,0,Money Heist,1,4
1246588020029080000,https://twitter.com/TapesOfBenz/status/1246588020029087749,TapesOfBenz,If you watch Money Heist with english dub you're a psycho,2020-04-04 23:58:39+00:00,0,0,Money Heist,1,4
1246587988001380000,https://twitter.com/luvnads/status/1246587988001382402,luvnads,This season of money heist was the best one by farrrrrr,2020-04-04 23:58:31+00:00,0,1,Money Heist,1,4
1246587980485130000,https://twitter.com/enobeno_/status/1246587980485136386,enobeno_,Nah if you don’t watch Money Heist what are you doing ???!?!?!?,2020-04-04 23:58:29+00:00,1,2,Money Heist,1,4
1246587976446080000,https://twitter.com/DaShae__/status/1246587976446083073,DaShae__,Idk why I can’t get into Ozark or money heist,2020-04-04 23:58:28+00:00,0,0,Money Heist,1,4
1246587971374940000,https://twitter.com/MarisolTitular/status/1246587971374944256,MarisolTitular,Adik na ako sa money heist,2020-04-04 23:58:27+00:00,0,0,Money Heist,1,4
1246587961249940000,https://twitter.com/itshaime/status/1246587961249947648,itshaime,money heist nalang nga after ko panoodin crash landing on you,2020-04-04 23:58:25+00:00,0,0,Money Heist,1,4
1246587961187200000,https://twitter.com/me_so_polish/status/1246587961187205122,me_so_polish,"For everyone who has spoiled Money Heist, I hope your gf/bf cheats on you, you become infertile and die. The world doesn't need you to pass on your rotten genes.",2020-04-04 23:58:25+00:00,0,0,Money Heist,1,4
1246587955809890000,https://twitter.com/miafsy/status/1246587955809898496,miafsy,Gatau kenapa ketika semua drakor yg pernah gue tonton kalah ama money heist 4.,2020-04-04 23:58:23+00:00,0,0,Money Heist,1,4
1246587944317710000,https://twitter.com/layler__/status/1246587944317714432,layler__,For #Nairobi #MoneyHeist4 #Moneyheistseason4 #MoneyHeist ,2020-04-04 23:58:21+00:00,0,0,Money Heist,1,4
1246587932410020000,https://twitter.com/jasewood_/status/1246587932410023936,jasewood_,I must be the only guy on the TL that hasn’t watched Money Heist,2020-04-04 23:58:18+00:00,0,0,Money Heist,1,4
1246587928500990000,https://twitter.com/arraconcepcion/status/1246587928500998151,arraconcepcion,"Wow, Manila joining Money Heist. ",2020-04-04 23:58:17+00:00,0,0,Money Heist,1,4
1246587926282000000,https://twitter.com/GeometryJuice/status/1246587926282006528,GeometryJuice,Idk but the red headed cop on money heist can definitely get it.,2020-04-04 23:58:16+00:00,0,0,Money Heist,1,4
1246587912361310000,https://twitter.com/TawinaJean/status/1246587912361316352,TawinaJean,What we not going to do is wait another year for part 5 of Money Heist... ,2020-04-04 23:58:13+00:00,0,0,Money Heist,1,4
1246587904320820000,https://twitter.com/PedroAB_/status/1246587904320823297,PedroAB_,They needa drop money heist part 5 next week,2020-04-04 23:58:11+00:00,0,1,Money Heist,1,4
1246587879435960000,https://twitter.com/TyanahSemone/status/1246587879435968519,TyanahSemone,"Like money heist does not miss, at all. I’ve never seen a production this flawless and intriguing ever single episode. Acting is flawless, plot flawless. ugh, their minds.",2020-04-04 23:58:05+00:00,0,1,Money Heist,1,4
1246587874121840000,https://twitter.com/Sweet__T23/status/1246587874121846785,Sweet__T23,Lmao the police are so fucking stupid on money heist it don’t make no damn sense #MoneyHeist,2020-04-04 23:58:04+00:00,0,0,Money Heist,1,4
1246587862633430000,https://twitter.com/mupongurl/status/1246587862633435136,mupongurl,"Nntn money heist orng' yg disandera berasa ikutan paskibra, makan minum barengan, tidur dibatesin, disuruh kerja paksa, deg'an. Sad bgt:((",2020-04-04 23:58:01+00:00,0,0,Money Heist,1,4
1246587849836830000,https://twitter.com/AfricanMarilyn/status/1246587849836834816,AfricanMarilyn,Ozark then money heist,2020-04-04 23:57:58+00:00,0,0,Money Heist,1,4
1246587841439600000,https://twitter.com/Heartyjy/status/1246587841439600640,Heartyjy,Inumpisahan ko yung money heist kanina haha umaandar talaga pagiging antukin ko pag nanonood,2020-04-04 23:57:56+00:00,0,0,Money Heist,1,4
1246587832216530000,https://twitter.com/LifesGud03/status/1246587832216535040,LifesGud03,Money Heist season 4 ,2020-04-04 23:57:54+00:00,0,1,Money Heist,1,4
1246587828030620000,https://twitter.com/MrThompson007/status/1246587828030627846,MrThompson007,Yh.... money heist getting worse. They really got Tokyo looking smarter than the professor,2020-04-04 23:57:53+00:00,0,0,Money Heist,1,4
1246587822850460000,https://twitter.com/AymanSani_/status/1246587822850461697,AymanSani_,Ush ruginya awak tk layan money heist ,2020-04-04 23:57:52+00:00,0,0,Money Heist,1,4
1246587820963240000,https://twitter.com/FefeLovee/status/1246587820963246080,FefeLovee,Y’all sleep on Money Heist. Part 4 ,2020-04-04 23:57:51+00:00,0,0,Money Heist,1,4
1246587786569730000,https://twitter.com/caesayuda/status/1246587786569736193,caesayuda,"Mvp di Money Heist, profesor ? bukan , Palermo ? bukan , Tokio ? bukan , lalu ? ",2020-04-04 23:57:43+00:00,0,0,Money Heist,1,4
1246587769675260000,https://twitter.com/FCKNROSA/status/1246587769675268098,FCKNROSA,i can only offer mouth to mouth,2020-04-04 23:57:39+00:00,0,0,Money Heist,1,4
1246587767301250000,https://twitter.com/PinkyPenguin_/status/1246587767301255169,PinkyPenguin_,Yaar kis ne bola tha Money Heist season 4 main Humayun Saeed ayega??,2020-04-04 23:57:38+00:00,0,1,Money Heist,1,4
1246587762255500000,https://twitter.com/Maryniki_x/status/1246587762255503360,Maryniki_x,Alright! #MoneyHeist is next to binge,2020-04-04 23:57:37+00:00,0,0,Money Heist,1,4
1246587756870080000,https://twitter.com/hughclaver/status/1246587756870086663,hughclaver,These Money Heist squad will not let us have our peace of mind. ,2020-04-04 23:57:36+00:00,0,1,Money Heist,1,4
1246587756781970000,https://twitter.com/ZAMIRIVERAAAA/status/1246587756781977601,ZAMIRIVERAAAA,"Money heist blew mind , especially since I finished it in one day",2020-04-04 23:57:36+00:00,0,0,Money Heist,1,4
1246587745398590000,https://twitter.com/strange_mercyy/status/1246587745398599684,strange_mercyy,sooooooooo i que just finished THAT episode of money heist,2020-04-04 23:57:33+00:00,0,0,Money Heist,1,4
1246587731758770000,https://twitter.com/ripflix/status/1246587731758776320,ripflix,when ur sad and suddenly remember money heist part 4 is out &gt;&gt;&gt;&gt;&gt;&gt; ,2020-04-04 23:57:30+00:00,0,1,Money Heist,1,4
1246587731607780000,https://twitter.com/bby_melgarejo/status/1246587731607785473,bby_melgarejo,Money Heist is the show,2020-04-04 23:57:30+00:00,0,0,Money Heist,1,4
1246587731049880000,https://twitter.com/Joyaroh/status/1246587731049885697,Joyaroh,"I don't think there's any series I watch where I have such passionate dislike for more than 1 character at a time but look at money heist seriously trying to give me not 2, but 3. Really doing the most.",2020-04-04 23:57:30+00:00,0,1,Money Heist,1,4
1246587730039130000,https://twitter.com/blvcksqin/status/1246587730039132160,blvcksqin,And just like that season 4 of money heist is over. I need moree,2020-04-04 23:57:29+00:00,0,0,Money Heist,1,4
1246587723353320000,https://twitter.com/toyaxtrill/status/1246587723353329666,toyaxtrill,I like Berlin #MoneyHeist,2020-04-04 23:57:28+00:00,0,0,Money Heist,1,4
1246587708413220000,https://twitter.com/DimitryRO/status/1246587708413222913,DimitryRO,Every time Tokyo does something stupid #MoneyHeist ,2020-04-04 23:57:24+00:00,0,3,Money Heist,1,4
1246587696367250000,https://twitter.com/ColeGoCrazy/status/1246587696367259649,ColeGoCrazy,Just binged watch the whole 4th season of money heist .. SHIT GOOD ASF,2020-04-04 23:57:21+00:00,0,0,Money Heist,1,4
1246587691598260000,https://twitter.com/LukeWarmGotHot/status/1246587691598262272,LukeWarmGotHot,"Picking up Ozark and Money Heist after finals, y'all talk so much about them, I'm sold",2020-04-04 23:57:20+00:00,0,0,Money Heist,1,4
1246587684321030000,https://twitter.com/j_usteen/status/1246587684321034240,j_usteen,"Money heist all over. Now, I don't want to watch it",2020-04-04 23:57:19+00:00,0,0,Money Heist,1,4
1246587681058010000,https://twitter.com/deolathenurse/status/1246587681058013193,deolathenurse,Money heist: Hold my beer! ,2020-04-04 23:57:18+00:00,0,0,Money Heist,1,4
1246587678491100000,https://twitter.com/nolt_love/status/1246587678491107329,nolt_love,Thank you babe. Are they teaching us how to steal money on Money Heist?,2020-04-04 23:57:17+00:00,0,1,Money Heist,1,4
1246587673604770000,https://twitter.com/SimonTSN690/status/1246587673604771840,SimonTSN690,"Just finished Money Heist Part 4 Best season, thoroughly enjoyed",2020-04-04 23:57:16+00:00,0,3,Money Heist,1,4
1246587667384500000,https://twitter.com/Nick__Mitchell/status/1246587667384500224,Nick__Mitchell,Money Heist is one of the best things to watch on Netflix. Never a dull moment and we'll put together. If you're gonna do anything during the quarantine then make sure it's to watch this. Just incredible,2020-04-04 23:57:15+00:00,0,0,Money Heist,1,4
1246587667279680000,https://twitter.com/_ijadaaaa/status/1246587667279687685,_ijadaaaa,they killed my mfen dawwgg off money heist ,2020-04-04 23:57:15+00:00,0,0,Money Heist,1,4
1246587664817450000,https://twitter.com/zulaikhailhamm/status/1246587664817459200,zulaikhailhamm,been avoiding any spoiler for money heist part 4 and accidentally saw one... ,2020-04-04 23:57:14+00:00,0,0,Money Heist,1,4
1246587657859270000,https://twitter.com/FCKNROSA/status/1246587657859276802,FCKNROSA,thank u nico:),2020-04-04 23:57:12+00:00,0,0,Money Heist,1,4
1246587655346760000,https://twitter.com/TENMAlD/status/1246587655346769921,TENMAlD,Still haven’t finished s3 of money heist so no one say shit,2020-04-04 23:57:12+00:00,0,0,Money Heist,1,4
1246587651685140000,https://twitter.com/Jeanniebisnar/status/1246587651685146625,Jeanniebisnar,Wala na after pa ata ng season 4 ng money heist bago ko landiin uli nito ah? season 1 palang ako ,2020-04-04 23:57:11+00:00,0,0,Money Heist,1,4
1246587648216560000,https://twitter.com/teedaramulah/status/1246587648216567810,teedaramulah,money heist prison break is just yikes ,2020-04-04 23:57:10+00:00,0,0,Money Heist,1,4
1246587625273790000,https://twitter.com/joyerxox/status/1246587625273790464,joyerxox,Money Heist does give me so much anxiety,2020-04-04 23:57:05+00:00,0,0,Money Heist,1,4
1246587623310790000,https://twitter.com/kirya_ug/status/1246587623310790661,kirya_ug,"Money Heist is not worth the hype, U'all just fakin bored!",2020-04-04 23:57:04+00:00,0,2,Money Heist,1,4
1246587602637140000,https://twitter.com/jessejaytar/status/1246587602637148162,jessejaytar,not sure if that money heist all-nighter was worth it. #MoneyHeist4,2020-04-04 23:56:59+00:00,0,0,Money Heist,1,4
1246587589315950000,https://twitter.com/helenn_p/status/1246587589315956739,helenn_p,finished the new season of money heist and I already want season 5 to come out ,2020-04-04 23:56:56+00:00,0,0,Money Heist,1,4
1246587585394280000,https://twitter.com/Kee1ofakind/status/1246587585394286593,Kee1ofakind,"FINALLY caught up on money heist, szn 4 me please.",2020-04-04 23:56:55+00:00,0,0,Money Heist,1,4
1246587579597820000,https://twitter.com/sojaoyar/status/1246587579597828096,sojaoyar,Money heist,2020-04-04 23:56:54+00:00,0,1,Money Heist,1,4
1246587578385660000,https://twitter.com/acid1sa/status/1246587578385661952,acid1sa,Im on the last episode of money heist ,2020-04-04 23:56:53+00:00,0,0,Money Heist,1,4
1246587576141610000,https://twitter.com/TshepiiHlabyago/status/1246587576141611008,TshepiiHlabyago,"betrayal doesn’t depend on how much or how deeply you love someone, it depends on the magnitude of the dilemma put in front of you - money heist",2020-04-04 23:56:53+00:00,3,2,Money Heist,1,4
1246587574115800000,https://twitter.com/JumpOff4Cliff/status/1246587574115807232,JumpOff4Cliff,Money heist is great this season,2020-04-04 23:56:52+00:00,0,0,Money Heist,1,4
1246587567245520000,https://twitter.com/CaveyGovament/status/1246587567245529088,CaveyGovament,Corona stop the filming of Money Heist.. Weh the rest a it deh ?,2020-04-04 23:56:51+00:00,0,1,Money Heist,1,4
1246587564254840000,https://twitter.com/chlorinetommo/status/1246587564254846977,chlorinetommo,just finished money heist ,2020-04-04 23:56:50+00:00,0,7,Money Heist,1,4
1246587537616850000,https://twitter.com/cha_ville/status/1246587537616850944,cha_ville,Kakainis yung spoiler ng money heist! ,2020-04-04 23:56:44+00:00,0,0,Money Heist,1,4
1246587524526500000,https://twitter.com/Merk_twain/status/1246587524526505986,Merk_twain,"Whoever the composer is in money heist,,,,,props",2020-04-04 23:56:40+00:00,0,0,Money Heist,1,4
1246587522228110000,https://twitter.com/DavarjaD/status/1246587522228117505,DavarjaD,Money Heist ,2020-04-04 23:56:40+00:00,0,0,Money Heist,1,4
1246587512283210000,https://twitter.com/childishmina/status/1246587512283213824,childishmina,Money Heist my favorite Netflix show,2020-04-04 23:56:38+00:00,0,0,Money Heist,1,4
1246587506394620000,https://twitter.com/Conceited__J/status/1246587506394628103,Conceited__J,ive just been napping & watching money heist ,2020-04-04 23:56:36+00:00,0,0,Money Heist,1,4
1246587503030780000,https://twitter.com/_prettygirll18/status/1246587503030788098,_prettygirll18,I wanna watch money heist but I ain’t watch the 3rd one cause it’s in Spanish ,2020-04-04 23:56:35+00:00,0,0,Money Heist,1,4
1246587502921690000,https://twitter.com/SoLo_v2/status/1246587502921691137,SoLo_v2,Stay strong brother. She’s just binging money heist and her phone is off,2020-04-04 23:56:35+00:00,0,1,Money Heist,1,4
1246587497074870000,https://twitter.com/artiildn/status/1246587497074876421,artiildn,"Ima watch it tomorrow, Money Heist already finished me today",2020-04-04 23:56:34+00:00,0,0,Money Heist,1,4
1246587487579000000,https://twitter.com/sighirl/status/1246587487579000833,sighirl,this season of money heist is soooooooo good idk wtf i’m gonna do with my life after i finish it,2020-04-04 23:56:32+00:00,0,0,Money Heist,1,4
1246587487226650000,https://twitter.com/TheJayBurns/status/1246587487226658816,TheJayBurns,They in panic mode on money heist shit getting real,2020-04-04 23:56:32+00:00,1,0,Money Heist,1,4
1246587485037220000,https://twitter.com/GOOdashCH/status/1246587485037223936,GOOdashCH,Money heist ,2020-04-04 23:56:31+00:00,0,0,Money Heist,1,4
1246587479848890000,https://twitter.com/hajraaaah/status/1246587479848890370,hajraaaah,Money heist is too much... I need the next season out by tomorrow pls and thanks ,2020-04-04 23:56:30+00:00,0,1,Money Heist,1,4
1246587470587790000,https://twitter.com/Nathanieltwumas/status/1246587470587793408,Nathanieltwumas,Gee I beg who die for the money heist I forget.,2020-04-04 23:56:28+00:00,0,2,Money Heist,1,4
1246587468192890000,https://twitter.com/teeteenah/status/1246587468192890881,teeteenah,Baba slept off after begging @SympLySimi to watch money heist with him...now he can't sleep,2020-04-04 23:56:27+00:00,0,0,Money Heist,1,4
1246587465655350000,https://twitter.com/SkeptiKash/status/1246587465655357441,SkeptiKash,"I tried Money Heist. It's a not a bad show, but it wasn't engaging enough for me. I seriously don't understand what the whole fuss is about.",2020-04-04 23:56:26+00:00,0,1,Money Heist,1,4
1246587460743840000,https://twitter.com/Pao_Mty/status/1246587460743843842,Pao_Mty,La casa de papel jaja money heist para ti jajaja,2020-04-04 23:56:25+00:00,0,1,Money Heist,1,4
1246587458919200000,https://twitter.com/YaB0yPancake/status/1246587458919202818,YaB0yPancake,Money heist,2020-04-04 23:56:25+00:00,0,1,Money Heist,1,4
1246587458680120000,https://twitter.com/Nellykenss/status/1246587458680127494,Nellykenss,Money Heist is undefeated...,2020-04-04 23:56:25+00:00,0,0,Money Heist,1,4
1246587450534870000,https://twitter.com/_JKay/status/1246587450534871040,_JKay,Them 8 episodes of Money Heist wasn’t enough ! I need 8 more !!,2020-04-04 23:56:23+00:00,0,0,Money Heist,1,4
1246587442137900000,https://twitter.com/JayEyeGee222/status/1246587442137903106,JayEyeGee222,Characters from money heist,2020-04-04 23:56:21+00:00,0,0,Money Heist,1,4
1246587438614460000,https://twitter.com/didauzx/status/1246587438614466561,didauzx,money heist what did u do to me and my boyf,2020-04-04 23:56:20+00:00,0,0,Money Heist,1,4
1246587435506470000,https://twitter.com/_MCCVI/status/1246587435506470912,_MCCVI,sanaol may Netflix HAHAHA AKO NALANG ATA ANG DI NAKAKARELATE SA MONEY HEIST,2020-04-04 23:56:19+00:00,0,0,Money Heist,1,4
1246587426581150000,https://twitter.com/OzilThings/status/1246587426581159938,OzilThings,Have u only ever watched money heist dawg,2020-04-04 23:56:17+00:00,0,1,Money Heist,1,4
1246587395727850000,https://twitter.com/carysprice/status/1246587395727855619,carysprice,"#MoneyHeist is probably the best series to come to Netflix, ever. #LeCasaDePapel #MoneyHeist #MoneyHeist4",2020-04-04 23:56:10+00:00,0,0,Money Heist,1,4
1246587375372860000,https://twitter.com/softyoonminkook/status/1246587375372861440,softyoonminkook,BAHAISBSHSH LA CASA DE PAPEL (Money Heist) I SO GOOD ENBSJSBSEBE ,2020-04-04 23:56:05+00:00,0,1,Money Heist,1,4
1246587368775260000,https://twitter.com/kaleiax2/status/1246587368775262219,kaleiax2,Why every season in money heist someone died,2020-04-04 23:56:03+00:00,0,0,Money Heist,1,4
1246587367525400000,https://twitter.com/OkayWendyy/status/1246587367525408771,OkayWendyy,Guys episode 6 of #MoneyHeist #LaCasaDePapel my heart I HATE IT HERE!,2020-04-04 23:56:03+00:00,1,0,Money Heist,1,4
1246587358721590000,https://twitter.com/Labalabababe/status/1246587358721593346,Labalabababe,Money Heist wtf noooooooooooo,2020-04-04 23:56:01+00:00,0,1,Money Heist,1,4
1246587333002030000,https://twitter.com/spiresgoncalves/status/1246587333002039296,spiresgoncalves,Money Heist!!!!,2020-04-04 23:55:55+00:00,0,0,Money Heist,1,4
1246587332754570000,https://twitter.com/simplykeneilwe_/status/1246587332754575362,simplykeneilwe_,Woah The Professor #MoneyHeist,2020-04-04 23:55:55+00:00,0,1,Money Heist,1,4
1246587316409330000,https://twitter.com/AaronCornielle/status/1246587316409335808,AaronCornielle,currently watching the end of Season 3 of #MoneyHeist and holy fucking shit... send help,2020-04-04 23:55:51+00:00,0,0,Money Heist,1,4
1246587315285290000,https://twitter.com/coolie_kerz/status/1246587315285299201,coolie_kerz, ca believe my bae died... @netflix ya'll stressing me out with the new season of money heist,2020-04-04 23:55:51+00:00,0,0,Money Heist,1,4
1246587315268530000,https://twitter.com/kjva99/status/1246587315268530177,kjva99,Every time someone dies on money heist I be feeling that shit ,2020-04-04 23:55:51+00:00,0,0,Money Heist,1,4
1246587306795910000,https://twitter.com/tanggodelapaz_/status/1246587306795917312,tanggodelapaz_,okay money heist,2020-04-04 23:55:49+00:00,0,0,Money Heist,1,4
1246587297279210000,https://twitter.com/ssobia_/status/1246587297279217665,ssobia_,Is money heist even good?,2020-04-04 23:55:46+00:00,0,1,Money Heist,1,4
1246587286881540000,https://twitter.com/aliya0/status/1246587286881546240,aliya0,Someone just spoiled season four of money heist for me. Feeling: Not okay,2020-04-04 23:55:44+00:00,0,1,Money Heist,1,4
1246587284369140000,https://twitter.com/marli_cauthen/status/1246587284369145868,marli_cauthen,Season 4 of #MoneyHeist is wild,2020-04-04 23:55:43+00:00,0,1,Money Heist,1,4
1246587274067940000,https://twitter.com/kierannmcdonald/status/1246587274067947521,kierannmcdonald,On ep 2 a the new money heist and am dreading finishing it blehh blehh,2020-04-04 23:55:41+00:00,0,2,Money Heist,1,4
1246587273979850000,https://twitter.com/LxTia_H/status/1246587273979858946,LxTia_H,"It’s so deadly being on Twitter rn, I need to finish money heist and watch how to get away with murder episode",2020-04-04 23:55:41+00:00,0,0,Money Heist,1,4
1246587273505910000,https://twitter.com/mirthymidss/status/1246587273505918983,mirthymidss,Let me try to watch this money heist y’all keep talking about,2020-04-04 23:55:41+00:00,0,0,Money Heist,1,4
1246587242929410000,https://twitter.com/ebunife_aa/status/1246587242929414144,ebunife_aa,Fucking night walkers are still downloading #MoneyHeistPart4 with their 500mb night plan. #MoneyHeistPart4 #MoneyHeist #LaCasaDePapel,2020-04-04 23:55:33+00:00,0,0,Money Heist,1,4
1246587223539130000,https://twitter.com/monembe_kp/status/1246587223539138561,monembe_kp,Man did you see season 4 of moneyheist?,2020-04-04 23:55:29+00:00,0,0,Money Heist,1,4
